3,253
5,246
7,241
9,234
11,221
13,211
15,197
17,185
19,174
21,169
23,166
25,162
27,158
29,150
31,148
33,141
35,140
37,137
39,133
41,127
43,126
45,123
47,121
49,119
51,117
53,112
55,105
57,104
59,104
61,103
63,101
65,95
67,91
69,89
71,88
73,88
75,84
77,83
79,81
81,74
83,74
85,74
87,70
89,70
91,67
93,64
95,63
97,63
99,63
101,60
103,58
105,57
107,55
109,55
111,53
113,51
115,49
117,48
119,47
121,44
123,41
125,41
127,40
129,38
131,38
133,37
135,37
